A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateRequiredFields,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,53,58,53,58,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,0.915844,
testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,0.915844,
testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,0.915844,
testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.944512,
testValidateDepth,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,61,68,61,68,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,0.915844,
testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,1.000000,
testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,1.000000,
testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateParameterName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,71,82,71,82,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,1.000000,
testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateMinValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,85,96,85,96,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,0.982186,
testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,0.982186,
testValidateMaxValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\DepthSelectorTest.java,99,110,99,110,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,0.982186,
testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,1.000000,
testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testRequired,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,54,59,54,59,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,1.000000,
testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\FilenameSelectorTest.java,65,75,65,75,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,1.000000,
testEqualComparatorViaSelector,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ModifiedSelectorTest.java,500,510,500,510,testRuleComparatorViaSelector,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\ModifiedSelectorTest.java,514,524,514,524,1.000000,
testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,1.000000,
testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateAttributes,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\PresentSelectorTest.java,66,71,66,71,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,0.968385,
testValidateAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,70,75,70,75,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,1.000000,
testValidateValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,78,84,78,84,testValidate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\TypeSelectorTest.java,52,57,52,57,0.968385,
testValidateAttributeName,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,87,97,87,97,testValidateAttributeValue,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,100,110,100,110,1.000000,
testSelectionBehaviourKilo,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,155,162,155,162,testSelectionBehaviourTibi,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,175,182,175,182,0.935414,
testSelectionBehaviourKibi,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,165,172,165,172,testSelectionBehaviourTibi,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,175,182,175,182,0.935414,
testParameterParsingLowerCaseTurkish,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,211,219,211,219,testParameterParsingUpperCaseTurkish,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\selectors\SizeSelectorTest.java,222,230,222,230,1.000000,
testAbsolutePath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\XMLCatalogTest.java,189,204,189,204,testSimpleEntry,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\types\XMLCatalogTest.java,207,220,207,220,0.982141,
testDateTimeISO,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,58,65,58,65,testDateISO,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,68,75,68,75,0.977588,
testDateTimeISO,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,58,65,58,65,testTimeISODate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,78,86,78,86,0.984201,
testDateISO,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,68,75,68,75,testTimeISODate,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DateUtilsTest.java,78,86,78,86,0.979797,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,0.972994,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,0.972994,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNoAdditionalWhiteSpaceForEmptyElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,167,176,167,176,0.973921,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNoNSPrefixByDefault,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,179,188,179,188,0.981650,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNSOnElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,191,201,191,201,0.953649,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNSPrefixOnAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,204,215,204,215,0.957025,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNSPrefixOnAttributeEvenWithoutElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,218,229,218,229,0.951662,
testAttributeWithWhitespace,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,96,104,96,104,testNSGetsReused,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,232,243,232,243,0.907156,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,0.992000,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNoAdditionalWhiteSpaceForEmptyElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,167,176,167,176,0.984158,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNoNSPrefixByDefault,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,179,188,179,188,0.955139,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNSOnElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,191,201,191,201,0.938233,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNSPrefixOnAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,204,215,204,215,0.941554,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNSPrefixOnAttributeEvenWithoutElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,218,229,218,229,0.934780,
testNoAdditionalWhiteSpaceForText,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,141,151,141,151,testNSGetsReused,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,232,243,232,243,0.921561,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNoAdditionalWhiteSpaceForEmptyElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,167,176,167,176,0.984158,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNoNSPrefixByDefault,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,179,188,179,188,0.955139,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNSOnElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,191,201,191,201,0.938233,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNSPrefixOnAttribute,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,204,215,204,215,0.941554,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNSPrefixOnAttributeEvenWithoutElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,218,229,218,229,0.934780,
testNoAdditionalWhiteSpaceForCDATA,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,154,164,154,164,testNSGetsReused,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,232,243,232,243,0.921561,
testNoAdditionalWhiteSpaceForEmptyElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,167,176,167,176,testNoNSPrefixByDefault,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,179,188,179,188,0.956049,
testNoAdditionalWhiteSpaceForEmptyElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,167,176,167,176,testNSOnElement,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\util\DOMElementWriterTest.java,191,201,191,201,0.938263,
